%time,field.header.seq,field.header.stamp,field.header.frame_id,field.status.status,field.status.service,field.latitude,field.longitude,field.altitude,field.position_covariance0,field.position_covariance1,field.position_covariance2,field.position_covariance3,field.position_covariance4,field.position_covariance5,field.position_covariance6,field.position_covariance7,field.position_covariance8,field.position_covariance_type
1631907756925502585,33393,1631907756930337386,gps,0,0,39.81428043105479,-86.34003518521612,261.6811034362763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907756975478402,33394,1631907756979338319,gps,0,0,39.81428413181998,-86.34004429494289,261.6810664292425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907757050516713,33395,1631907757058906309,gps,0,0,39.81428775334694,-86.34005341640639,261.6880654171109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907757075523667,33396,1631907757080107788,gps,0,0,39.814291368863536,-86.34006257271942,261.67753515578806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907757125485123,33397,1631907757131567605,gps,0,0,39.81429482040982,-86.34007178277302,261.6955950986594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907757175446212,33398,1631907757178545669,gps,0,0,39.81429830117992,-86.34008101907736,261.6956467302516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907757225492080,33399,1631907757232709737,gps,0,0,39.81430168947969,-86.34009030873906,261.692502646707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907757275498519,33400,1631907757279476362,gps,0,0,39.814305077249365,-86.34009969004099,261.66894236393273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907757325498578,33401,1631907757330387095,gps,0,0,39.814308341408776,-86.34010908061006,261.673052303493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907757375474759,33402,1631907757380087052,gps,0,0,39.814311584533414,-86.34011854336343,261.6678720442578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907757425491823,33403,1631907757429631496,gps,0,0,39.81431477733746,-86.34012801254785,261.66070518270135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907757475503991,33404,1631907757479619829,gps,0,0,39.81431784147382,-86.34013756033775,261.6707604350522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907757525508913,33405,1631907757535560858,gps,0,0,39.81432087611978,-86.34014710736157,261.66259401105344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907757575445352,33406,1631907757578559618,gps,0,0,39.81432385985252,-86.34015669355527,261.6611390905455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907757625449165,33407,1631907757629692392,gps,0,0,39.81432678308961,-86.34016631723712,261.65286781080067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907757675515590,33408,1631907757679852773,gps,0,0,39.814329589445016,-86.34017594891336,261.6663718735799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907757725463774,33409,1631907757731569172,gps,0,0,39.81433235429801,-86.34018558891214,261.6695369174704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907757775500951,33410,1631907757781045301,gps,0,0,39.81433505172313,-86.34019527105033,261.6669983146712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907757825438773,33411,1631907757828837077,gps,0,0,39.814337683824355,-86.34020502109234,261.6668241415173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907757875515616,33412,1631907757878548809,gps,0,0,39.814340224879324,-86.34021479081558,261.66979661304504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907757925518744,33413,1631907757930160456,gps,0,0,39.81434278433537,-86.34022453648163,261.6735617024824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907757975501973,33414,1631907757979338359,gps,0,0,39.81434519528204,-86.34023438026065,261.68069451022893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907758050529365,33415,1631907758064135054,gps,0,0,39.81434758866524,-86.34024427007672,261.6835558572784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907758075525717,33416,1631907758080963710,gps,0,0,39.81434994243276,-86.34025414125084,261.6877884333953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907758125458809,33417,1631907758131636802,gps,0,0,39.81435221803867,-86.34026403128804,261.68238991405815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907758175527921,33418,1631907758179776545,gps,0,0,39.81435435739775,-86.34027394306432,261.6923457859084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907758225525247,33419,1631907758228611104,gps,0,0,39.814356463555,-86.34028381936525,261.7311308654025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907758275647640,33420,1631907758281194863,gps,0,0,39.81435853476816,-86.34029377021156,261.7310181390494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907758325516737,33421,1631907758329976163,gps,0,0,39.81436051536743,-86.340303805536,261.7339093880728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907758375528483,33422,1631907758381391462,gps,0,0,39.814362421432726,-86.34031380364353,261.74412815179676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907758425527842,33423,1631907758429957768,gps,0,0,39.814364281388755,-86.34032385741824,261.7520437957719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907758475715044,33424,1631907758480592576,gps,0,0,39.81436610360378,-86.34033393624074,261.7447705781087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907758525459233,33425,1631907758535185738,gps,0,0,39.81436781970252,-86.34034402251656,261.7425619447604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907758575457641,33426,1631907758579626126,gps,0,0,39.81436948391063,-86.34035411576305,261.7466832315549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907758625485066,33427,1631907758629623192,gps,0,0,39.81437111046451,-86.34036421507096,261.7477812534198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907758675472692,33428,1631907758679910636,gps,0,0,39.814372670306405,-86.34037432046773,261.74919083714485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907758725521373,33429,1631907758729881036,gps,0,0,39.81437414789846,-86.34038442706421,261.7536158878356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907758775511964,33430,1631907758781782658,gps,0,0,39.81437553560767,-86.34039454765356,261.7549627022818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907758825519090,33431,1631907758828816617,gps,0,0,39.814376909843425,-86.34040465600799,261.76058786921203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907758875531937,33432,1631907758879911194,gps,0,0,39.81437816660951,-86.34041483753703,261.7671946277842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907758925549071,33433,1631907758929954384,gps,0,0,39.814379402194554,-86.34042500296867,261.76357328891754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907758975500246,33434,1631907758979819854,gps,0,0,39.814380575293086,-86.34043516741168,261.76493336167186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907759050534731,33435,1631907759060965701,gps,0,0,39.81438166290719,-86.34044540013315,261.7686477480456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907759075488095,33436,1631907759081055038,gps,0,0,39.814382689059144,-86.3404556027725,261.77501109056175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907759125432245,33437,1631907759131149716,gps,0,0,39.81438365010937,-86.34046580365192,261.7711594235152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907759175510220,33438,1631907759178386582,gps,0,0,39.814384500399065,-86.34047600344385,261.78042919468135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907759225550257,33439,1631907759234323736,gps,0,0,39.81438533584784,-86.34048620099787,261.79059230256826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907759275532390,33440,1631907759279982619,gps,0,0,39.81438611119041,-86.34049642890196,261.78539546206594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907759325586109,33441,1631907759330549353,gps,0,0,39.814386816171115,-86.34050659735992,261.7839455548674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907759375522901,33442,1631907759379989733,gps,0,0,39.81438742296824,-86.34051679305226,261.7930421177298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907759425533846,33443,1631907759429416172,gps,0,0,39.81438798595386,-86.34052703277945,261.7847060710192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907759475508736,33444,1631907759480425412,gps,0,0,39.81438849844641,-86.34053719741925,261.79050128813833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907759525534856,33445,1631907759536072836,gps,0,0,39.81438892489936,-86.34054741245448,261.79763792362064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907759575495328,33446,1631907759579386229,gps,0,0,39.81438930655974,-86.34055766514352,261.8058532439172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907759625421804,33447,1631907759629592151,gps,0,0,39.814389590313276,-86.34056791491241,261.8112784521654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907759675424261,33448,1631907759679943575,gps,0,0,39.8143898318442,-86.34057817226291,261.8128477502614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907759725562121,33449,1631907759729810849,gps,0,0,39.81438998906746,-86.34058848370275,261.8074746290222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907759775559223,33450,1631907759781403068,gps,0,0,39.81439009227704,-86.34059876703688,261.806274600327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907759825533094,33451,1631907759828677032,gps,0,0,39.81439016473433,-86.34060903458578,261.8064237283543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907759875555902,33452,1631907759878871719,gps,0,0,39.81439014253464,-86.34061927567986,261.8052476234734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907759925501767,33453,1631907759930199269,gps,0,0,39.8143900621816,-86.34062954192251,261.81003319472075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907759975564320,33454,1631907759979434260,gps,0,0,39.814389882309314,-86.34063981017522,261.8095402996987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907760050705055,33455,1631907760070701711,gps,0,0,39.81438963820408,-86.34065004539735,261.81069699302316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907760075549537,33456,1631907760081090144,gps,0,0,39.81438928835167,-86.34066028080062,261.81181872077286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907760125550868,33457,1631907760133432320,gps,0,0,39.814388897366136,-86.3406705120253,261.8155994787812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907760175511686,33458,1631907760180380736,gps,0,0,39.81438840499312,-86.34068074378067,261.82072993647307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907760225458041,33459,1631907760231331806,gps,0,0,39.81438783299407,-86.34069097473908,261.8198899971321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907760275531193,33460,1631907760282920154,gps,0,0,39.814387159839455,-86.34070121241267,261.8268889244646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907760325555682,33461,1631907760330855095,gps,0,0,39.814386486619824,-86.34071156074852,261.8242125818506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907760375525096,33462,1631907760380900682,gps,0,0,39.8143856583962,-86.34072184455168,261.8308887509629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907760425543573,33463,1631907760429670558,gps,0,0,39.81438474630019,-86.34073212351441,261.824999361299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907760475575091,33464,1631907760481315783,gps,0,0,39.81438370874175,-86.34074237276388,261.8289138758555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907760525570195,33465,1631907760534504326,gps,0,0,39.814382634585144,-86.34075265034225,261.83321520034224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907760575517985,33466,1631907760579611112,gps,0,0,39.8143814279573,-86.34076288438939,261.83280992973596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907760625579663,33467,1631907760630508292,gps,0,0,39.81438014869466,-86.34077312694649,261.82538714352995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907760675560953,33468,1631907760679958752,gps,0,0,39.814378766172204,-86.34078330266101,261.83584288787097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907760725558367,33469,1631907760730257920,gps,0,0,39.81437732609851,-86.34079348767239,261.82996657676995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907760775555124,33470,1631907760779595483,gps,0,0,39.81437577364064,-86.34080360262243,261.83455127850175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907760825507206,33471,1631907760830053957,gps,0,0,39.81437420949365,-86.34081371591735,261.8277669046074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907760850551343,33472,1631907760879747623,gps,0,0,39.81437257707397,-86.34082379986901,261.83652286883444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907760925533694,33473,1631907760930119732,gps,0,0,39.81437088419873,-86.3408339165869,261.83181294612586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907760950581064,33474,1631907760979242708,gps,0,0,39.8143690756177,-86.34084398986116,261.8292366275564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907761050512083,33475,1631907761054647275,gps,0,0,39.814367170136116,-86.34085406114022,261.8318028310314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907761075572232,33476,1631907761081682648,gps,0,0,39.814365273048665,-86.34086407088503,261.8219568952918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907761125540772,33477,1631907761131840699,gps,0,0,39.814363295879886,-86.3408740508372,261.82015064544976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907761175524527,33478,1631907761178406406,gps,0,0,39.81436126321015,-86.34088401605804,261.8118642345071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907761225574538,33479,1631907761229376825,gps,0,0,39.814359139135746,-86.34089395925872,261.81231729499996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907761275568895,33480,1631907761281107340,gps,0,0,39.81435698729962,-86.34090390379647,261.81063746102154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907761325542039,33481,1631907761328994855,gps,0,0,39.814354754793754,-86.3409137893848,261.8032715730369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907761375507298,33482,1631907761380130154,gps,0,0,39.8143524470076,-86.34092362141334,261.80731281172484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907761425538769,33483,1631907761431116453,gps,0,0,39.81435009982355,-86.34093344240553,261.80503267608583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907761475598626,33484,1631907761479630331,gps,0,0,39.81434769904574,-86.34094322467433,261.8028058586642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907761525569064,33485,1631907761536255409,gps,0,0,39.814345228471815,-86.34095303238121,261.79762817546725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907761575563114,33486,1631907761579510853,gps,0,0,39.814342655926936,-86.34096280823609,261.7893006950617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907761625524998,33487,1631907761628128349,gps,0,0,39.814340084978,-86.34097259518208,261.7896406920627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907761675558241,33488,1631907761679945586,gps,0,0,39.81433743276086,-86.34098226796512,261.78516679257154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907761725562623,33489,1631907761730198487,gps,0,0,39.81433470540874,-86.34099198171081,261.7717830557376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907761775582541,33490,1631907761782720933,gps,0,0,39.814331882725824,-86.34100164754811,261.772709466517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907761825478504,33491,1631907761831236592,gps,0,0,39.814329009861304,-86.34101125896328,261.7724480610341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907761875539503,33492,1631907761877955127,gps,0,0,39.8143260249628,-86.34102079577679,261.7728487411514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907761925579191,33493,1631907761930143284,gps,0,0,39.81432303405988,-86.34103039478232,261.766535628587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907761975578077,33494,1631907761979372281,gps,0,0,39.8143199429611,-86.34103990935412,261.7598416209221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907762050552840,33495,1631907762068204591,gps,0,0,39.814316807578074,-86.34104940985212,261.75984005536884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907762075615739,33496,1631907762081488753,gps,0,0,39.8143136277723,-86.34105888420743,261.7521920846775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907762125569211,33497,1631907762131777824,gps,0,0,39.81431035465049,-86.3410683373706,261.74681085161865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907762175569182,33498,1631907762183336934,gps,0,0,39.81430702306608,-86.34107773197692,261.7434875862673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907762225582058,33499,1631907762230751989,gps,0,0,39.814303657192234,-86.3410871111306,261.73481904529035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907762275581935,33500,1631907762281377855,gps,0,0,39.8143002015359,-86.34109643855656,261.73184848111123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907762325572286,33501,1631907762331542589,gps,0,0,39.814296665503996,-86.34110567320258,261.74386978521943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907762375572394,33502,1631907762380671769,gps,0,0,39.814293103780585,-86.34111488347752,261.7489198669791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907762425523365,33503,1631907762429897389,gps,0,0,39.81428947899067,-86.34112408946154,261.7299862988293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907762475590387,33504,1631907762480236675,gps,0,0,39.81428579899523,-86.34113321819585,261.73009235505015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907762525537510,33505,1631907762535112581,gps,0,0,39.81428200284561,-86.34114230732413,261.7372056785971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907762575595682,33506,1631907762580202772,gps,0,0,39.814278182280155,-86.34115137502086,261.72843414451927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907762625479004,33507,1631907762630562714,gps,0,0,39.81427431360758,-86.34116039493445,261.71732162404805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907762675542150,33508,1631907762680118606,gps,0,0,39.81427031146951,-86.34116934712493,261.7203751336783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907762725554495,33509,1631907762729936043,gps,0,0,39.814266282874186,-86.34117823947736,261.71487450040877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907762775540322,33510,1631907762781313853,gps,0,0,39.81426218016729,-86.34118709284944,261.711289787665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907762825568388,33511,1631907762830723566,gps,0,0,39.814258082227376,-86.34119588168818,261.703413374722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907762875571543,33512,1631907762878290396,gps,0,0,39.81425390586713,-86.34120458295509,261.70560313016176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907762925572730,33513,1631907762929854275,gps,0,0,39.81424961453441,-86.34121333501056,261.68614066392183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907762950645342,33514,1631907762979987146,gps,0,0,39.81424529692342,-86.34122195408627,261.6868192413822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907763050574934,33515,1631907763058062679,gps,0,0,39.81424096419681,-86.3412305338412,261.67805533856153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907763075584604,33516,1631907763081356758,gps,0,0,39.81423651733547,-86.34123909058614,261.67583368811756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907763125570689,33517,1631907763135118259,gps,0,0,39.814232005368716,-86.3412476058478,261.66599893476814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907763175572451,33518,1631907763179029619,gps,0,0,39.8142274629743,-86.34125607220136,261.6650847680867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907763225513649,33519,1631907763230928624,gps,0,0,39.814222854474856,-86.34126450420848,261.6551605705172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907763250562822,33520,1631907763279219876,gps,0,0,39.814218252734996,-86.34127288816438,261.6485627666116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907763325583745,33521,1631907763329646234,gps,0,0,39.814213503397575,-86.34128120504761,261.64875810593367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907763375593329,33522,1631907763379363077,gps,0,0,39.81420879080607,-86.34128947662433,261.63853347860277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907763425539483,33523,1631907763429241739,gps,0,0,39.81420399421795,-86.34129768843015,261.63548474013805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907763475597506,33524,1631907763479330744,gps,0,0,39.81419911851709,-86.34130588422232,261.62249889969826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907763525592512,33525,1631907763535687976,gps,0,0,39.81419420130483,-86.34131401695066,261.6193895805627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907763575544904,33526,1631907763578864349,gps,0,0,39.814189249666406,-86.34132213224785,261.62056566029787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907763625601582,33527,1631907763628684465,gps,0,0,39.81418425468015,-86.34133016916886,261.6143166171387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907763675615361,33528,1631907763679804345,gps,0,0,39.8141791839745,-86.341338197907,261.6073397276923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907763725605849,33529,1631907763730783314,gps,0,0,39.814174050835575,-86.34134613676589,261.60964849963784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907763775598029,33530,1631907763780207529,gps,0,0,39.814168881587335,-86.34135403673703,261.6019096793607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907763825574957,33531,1631907763830787694,gps,0,0,39.814163704780384,-86.34136184068497,261.59566073305905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907763875583223,33532,1631907763878166662,gps,0,0,39.814158395460424,-86.34136955597072,261.5949583267793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907763925579847,33533,1631907763929129670,gps,0,0,39.814153075592515,-86.34137729443195,261.5827797167003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907763975579072,33534,1631907763979426827,gps,0,0,39.814147686917174,-86.34138486780788,261.58384778443724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907764050559949,33535,1631907764062950296,gps,0,0,39.8141422727828,-86.34139245922638,261.5736935529858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907764075602000,33536,1631907764080265801,gps,0,0,39.814136787208845,-86.3413998870941,261.578635125421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907764125567738,33537,1631907764132122205,gps,0,0,39.81413129966709,-86.34140733017819,261.57178004831076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907764175601938,33538,1631907764179453078,gps,0,0,39.81412571055131,-86.34141468443607,261.5694587705657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907764225607312,33539,1631907764230896516,gps,0,0,39.814120052487965,-86.34142199051931,261.5605324059725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907764250603322,33540,1631907764280164930,gps,0,0,39.814114374266545,-86.34142922798375,261.5598727799952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907764325550533,33541,1631907764331103572,gps,0,0,39.81410864327211,-86.34143633197273,261.56675254087895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907764375555915,33542,1631907764379850119,gps,0,0,39.81410287758799,-86.34144345989706,261.55632674880326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907764425590229,33543,1631907764430177836,gps,0,0,39.81409704619323,-86.34145043676271,261.55737967509776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907764450548121,33544,1631907764479847909,gps,0,0,39.81409118102493,-86.34145739642301,261.54479097388685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907764525594995,33545,1631907764534690838,gps,0,0,39.81408528107809,-86.34146428042604,261.5383826252073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907764550548106,33546,1631907764579214339,gps,0,0,39.81407931546062,-86.34147109139496,261.53039852157235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1631907764625574540,33547,1631907764628170238,gps,0,0,39.814073360269916,-86.34147786557565,261.52457332238555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
